"experiment","subject","condition","conditionC","totalTrialNum","totalTrialNumC","blockNum","categoryLoc","imageName","imageType","isRight","RT","totalTimeMinutes","Age","Gender","L1English"
"3","p891178","high",0.5,19,-5.5,2,"right","high_A_01_01_20.png",NA,1,1436,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,20,-4.5,2,"left","high_B_10_01_20.png",NA,1,2309,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,21,-3.5,2,"right","high_A_11_11_20.png",NA,0,1564,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,22,-2.5,2,"right","high_A_10_11_20.png",NA,1,1829,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,23,-1.5,2,"left","high_B_00_10_20.png",NA,1,1354,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,24,-0.5,2,"left","high_B_10_00_20.png",NA,0,1284,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,25,0.5,2,"right","high_A_01_00_20.png",NA,0,2288,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,26,1.5,2,"right","high_A_00_00_20.png",NA,1,1648,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,27,2.5,2,"left","high_B_00_11_20.png",NA,1,2426,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,28,3.5,2,"left","high_B_01_11_20.png",NA,1,1253,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,29,4.5,2,"right","high_A_10_10_20.png",NA,1,1601,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,30,5.5,2,"right","high_A_11_10_20.png",NA,1,1267,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,31,6.5,2,"left","high_B_01_10_20.png",NA,1,1331,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,32,7.5,2,"right","high_A_00_01_20.png",NA,1,1647,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,33,8.5,3,"right","high_A_00_00_20.png",NA,0,2370,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,34,9.5,3,"right","high_A_00_01_20.png",NA,1,2415,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,35,10.5,3,"left","high_B_00_11_20.png",NA,1,2884,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,36,11.5,3,"right","high_A_01_00_20.png",NA,1,1343,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,37,12.5,3,"left","high_B_11_00_20.png",NA,0,2648,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,38,13.5,3,"left","high_B_00_10_20.png",NA,1,1626,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,39,14.5,3,"left","high_B_10_00_20.png",NA,0,1353,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,40,15.5,3,"right","high_A_01_01_20.png",NA,1,3064,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,41,16.5,3,"right","high_A_10_11_20.png",NA,1,2570,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,42,17.5,3,"right","high_A_10_10_20.png",NA,1,1704,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,43,18.5,3,"left","high_B_01_10_20.png",NA,1,2693,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,44,19.5,3,"left","high_B_11_01_20.png",NA,1,2257,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,45,20.5,3,"right","high_A_11_10_20.png",NA,1,1646,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,46,21.5,3,"right","high_A_11_11_20.png",NA,1,1583,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,47,22.5,3,"left","high_B_01_11_20.png",NA,1,2421,7.17928333333333,46,"Male","English"
"3","p891178","high",0.5,48,23.5,3,"left","high_B_10_01_20.png",NA,1,2138,7.17928333333333,46,"Male","English"
"3","p628682","low",-0.5,1,-23.5,1,"left","low_A_01_00_21.png",NA,1,3008,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,2,-22.5,1,"right","low_B_01_11_21.png",NA,0,2943,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,3,-21.5,1,"right","low_B_00_10_21.png",NA,0,3498,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,4,-20.5,1,"left","low_A_11_11_21.png",NA,1,2995,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,5,-19.5,1,"right","low_B_10_00_21.png",NA,0,2548,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,6,-18.5,1,"right","low_B_01_10_21.png",NA,0,1826,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,7,-17.5,1,"left","low_A_00_01_21.png",NA,1,3252,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,8,-16.5,1,"right","low_B_10_01_21.png",NA,0,2556,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,9,-15.5,1,"right","low_B_11_00_21.png",NA,0,2641,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,10,-14.5,1,"right","low_B_11_01_21.png",NA,1,2011,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,11,-13.5,1,"right","low_B_00_11_21.png",NA,0,1940,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,12,-12.5,1,"left","low_A_10_10_21.png",NA,1,2885,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,13,-11.5,1,"left","low_A_10_11_21.png",NA,1,2274,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,14,-10.5,1,"left","low_A_00_00_21.png",NA,0,2420,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,15,-9.5,1,"left","low_A_01_01_21.png",NA,1,1948,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,16,-8.5,1,"left","low_A_11_10_21.png",NA,0,2035,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,17,-7.5,2,"left","low_A_00_00_21.png",NA,1,1426,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,18,-6.5,2,"right","low_B_10_00_21.png",NA,1,1892,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,19,-5.5,2,"left","low_A_11_11_21.png",NA,1,2636,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,20,-4.5,2,"left","low_A_00_01_21.png",NA,0,2163,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,21,-3.5,2,"right","low_B_01_10_21.png",NA,0,2059,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,22,-2.5,2,"right","low_B_10_01_21.png",NA,0,1714,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,23,-1.5,2,"left","low_A_10_10_21.png",NA,0,1756,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,24,-0.5,2,"right","low_B_11_00_21.png",NA,0,1733,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,25,0.5,2,"left","low_A_01_01_21.png",NA,1,2197,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,26,1.5,2,"left","low_A_10_11_21.png",NA,0,2243,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,27,2.5,2,"right","low_B_00_11_21.png",NA,0,2116,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,28,3.5,2,"right","low_B_01_11_21.png",NA,1,2318,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,29,4.5,2,"right","low_B_00_10_21.png",NA,1,1699,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,30,5.5,2,"right","low_B_11_01_21.png",NA,0,1493,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,31,6.5,2,"left","low_A_11_10_21.png",NA,0,2034,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,32,7.5,2,"left","low_A_01_00_21.png",NA,0,1732,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,33,8.5,3,"left","low_A_01_01_21.png",NA,1,1952,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,34,9.5,3,"right","low_B_11_01_21.png",NA,0,2604,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,35,10.5,3,"left","low_A_10_11_21.png",NA,1,2116,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,36,11.5,3,"right","low_B_10_01_21.png",NA,0,2404,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,37,12.5,3,"right","low_B_11_00_21.png",NA,1,2173,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,38,13.5,3,"left","low_A_11_10_21.png",NA,0,2286,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,39,14.5,3,"left","low_A_00_00_21.png",NA,0,4277,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,40,15.5,3,"right","low_B_00_11_21.png",NA,1,3070,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,41,16.5,3,"left","low_A_01_00_21.png",NA,0,2514,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,42,17.5,3,"left","low_A_10_10_21.png",NA,0,2013,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,43,18.5,3,"left","low_A_00_01_21.png",NA,0,1852,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,44,19.5,3,"right","low_B_01_11_21.png",NA,1,2021,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,45,20.5,3,"left","low_A_11_11_21.png",NA,0,1853,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,46,21.5,3,"right","low_B_10_00_21.png",NA,1,1805,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,47,22.5,3,"right","low_B_01_10_21.png",NA,0,1715,5.88136666666667,31,"Male","English"
"3","p628682","low",-0.5,48,23.5,3,"right","low_B_00_10_21.png",NA,1,1773,5.88136666666667,31,"Male","English"
"3","p458500","high",0.5,1,-23.5,1,"right","high_A_11_10_12.png",NA,0,4152,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,2,-22.5,1,"left","high_B_10_00_12.png",NA,1,2828,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,3,-21.5,1,"left","high_B_01_11_12.png",NA,0,2287,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,4,-20.5,1,"left","high_B_11_00_12.png",NA,0,1814,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,5,-19.5,1,"left","high_B_11_01_12.png",NA,0,2904,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,6,-18.5,1,"right","high_A_00_00_12.png",NA,1,2397,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,7,-17.5,1,"right","high_A_11_11_12.png",NA,0,2481,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,8,-16.5,1,"right","high_A_00_01_12.png",NA,1,2393,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,9,-15.5,1,"right","high_A_01_00_12.png",NA,1,1731,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,10,-14.5,1,"right","high_A_10_11_12.png",NA,1,1690,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,11,-13.5,1,"right","high_A_10_10_12.png",NA,1,2115,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,12,-12.5,1,"left","high_B_01_10_12.png",NA,0,2136,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,13,-11.5,1,"right","high_A_01_01_12.png",NA,1,1861,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,14,-10.5,1,"left","high_B_00_11_12.png",NA,0,2098,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,15,-9.5,1,"left","high_B_10_01_12.png",NA,0,3906,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,16,-8.5,1,"left","high_B_00_10_12.png",NA,0,2569,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,17,-7.5,2,"left","high_B_01_11_12.png",NA,1,1986,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,18,-6.5,2,"right","high_A_10_10_12.png",NA,0,2497,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,19,-5.5,2,"left","high_B_10_01_12.png",NA,1,2523,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,20,-4.5,2,"left","high_B_10_00_12.png",NA,0,2231,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,21,-3.5,2,"right","high_A_11_10_12.png",NA,1,2256,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,22,-2.5,2,"right","high_A_10_11_12.png",NA,0,2339,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,23,-1.5,2,"left","high_B_11_01_12.png",NA,1,1813,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,24,-0.5,2,"left","high_B_00_11_12.png",NA,0,2161,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,25,0.5,2,"right","high_A_00_00_12.png",NA,1,1887,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,26,1.5,2,"right","high_A_01_00_12.png",NA,0,2070,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,27,2.5,2,"left","high_B_11_00_12.png",NA,0,2425,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,28,3.5,2,"right","high_A_00_01_12.png",NA,1,1681,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,29,4.5,2,"left","high_B_00_10_12.png",NA,1,1650,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,30,5.5,2,"left","high_B_01_10_12.png",NA,1,3063,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,31,6.5,2,"right","high_A_01_01_12.png",NA,1,1696,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,32,7.5,2,"right","high_A_11_11_12.png",NA,0,1979,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,33,8.5,3,"right","high_A_11_11_12.png",NA,0,3219,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,34,9.5,3,"left","high_B_11_01_12.png",NA,1,2021,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,35,10.5,3,"right","high_A_01_00_12.png",NA,1,1814,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,36,11.5,3,"right","high_A_00_01_12.png",NA,0,1647,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,37,12.5,3,"left","high_B_10_01_12.png",NA,1,1680,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,38,13.5,3,"left","high_B_10_00_12.png",NA,0,1957,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,39,14.5,3,"left","high_B_01_10_12.png",NA,0,1709,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,40,15.5,3,"right","high_A_11_10_12.png",NA,0,2074,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,41,16.5,3,"right","high_A_10_10_12.png",NA,0,1946,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,42,17.5,3,"left","high_B_11_00_12.png",NA,1,1438,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,43,18.5,3,"left","high_B_01_11_12.png",NA,0,1797,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,44,19.5,3,"left","high_B_00_10_12.png",NA,0,1382,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,45,20.5,3,"right","high_A_10_11_12.png",NA,0,1684,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,46,21.5,3,"left","high_B_00_11_12.png",NA,1,2508,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,47,22.5,3,"right","high_A_01_01_12.png",NA,1,2593,8.33316666666667,46,"Male","English"
"3","p458500","high",0.5,48,23.5,3,"right","high_A_00_00_12.png",NA,0,2183,8.33316666666667,46,"Male","English"
"3","p292273","low",-0.5,1,-23.5,1,"left","low_A_11_10_01.png",NA,1,2427,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,2,-22.5,1,"left","low_A_10_10_01.png",NA,0,1916,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,3,-21.5,1,"right","low_B_10_01_01.png",NA,0,1996,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,4,-20.5,1,"right","low_B_00_10_01.png",NA,0,2474,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,5,-19.5,1,"right","low_B_01_11_01.png",NA,1,1716,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,6,-18.5,1,"right","low_B_11_00_01.png",NA,0,1604,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,7,-17.5,1,"left","low_A_00_01_01.png",NA,0,25654,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,8,-16.5,1,"left","low_A_01_01_01.png",NA,1,1252,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,9,-15.5,1,"right","low_B_01_10_01.png",NA,1,1595,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,10,-14.5,1,"right","low_B_11_01_01.png",NA,0,1268,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,11,-13.5,1,"right","low_B_10_00_01.png",NA,1,2256,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,12,-12.5,1,"left","low_A_10_11_01.png",NA,0,1304,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,13,-11.5,1,"left","low_A_01_00_01.png",NA,1,1048,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,14,-10.5,1,"left","low_A_00_00_01.png",NA,0,918,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,15,-9.5,1,"right","low_B_00_11_01.png",NA,1,908,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,16,-8.5,1,"left","low_A_11_11_01.png",NA,0,1360,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,17,-7.5,2,"left","low_A_11_11_01.png",NA,1,1004,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,18,-6.5,2,"left","low_A_10_11_01.png",NA,0,1156,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,19,-5.5,2,"right","low_B_00_10_01.png",NA,0,6645,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,20,-4.5,2,"right","low_B_00_11_01.png",NA,0,1003,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,21,-3.5,2,"left","low_A_01_00_01.png",NA,1,1060,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,22,-2.5,2,"left","low_A_11_10_01.png",NA,1,1162,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,23,-1.5,2,"left","low_A_10_10_01.png",NA,1,1073,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,24,-0.5,2,"left","low_A_00_01_01.png",NA,1,1202,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,25,0.5,2,"right","low_B_10_00_01.png",NA,1,1183,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,26,1.5,2,"right","low_B_01_10_01.png",NA,0,1064,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,27,2.5,2,"right","low_B_01_11_01.png",NA,0,1069,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,28,3.5,2,"right","low_B_11_00_01.png",NA,1,1370,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,29,4.5,2,"right","low_B_11_01_01.png",NA,1,1158,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,30,5.5,2,"left","low_A_01_01_01.png",NA,0,1208,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,31,6.5,2,"right","low_B_10_01_01.png",NA,0,941,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,32,7.5,2,"left","low_A_00_00_01.png",NA,1,20502,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,33,8.5,3,"left","low_A_00_00_01.png",NA,1,1692,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,34,9.5,3,"right","low_B_10_01_01.png",NA,1,7506,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,35,10.5,3,"left","low_A_01_01_01.png",NA,1,2283,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,36,11.5,3,"left","low_A_11_10_01.png",NA,0,1357,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,37,12.5,3,"right","low_B_10_00_01.png",NA,0,1684,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,38,13.5,3,"right","low_B_11_00_01.png",NA,1,1809,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,39,14.5,3,"left","low_A_11_11_01.png",NA,1,2313,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,40,15.5,3,"right","low_B_01_10_01.png",NA,1,2038,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,41,16.5,3,"right","low_B_00_11_01.png",NA,0,1264,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,42,17.5,3,"left","low_A_00_01_01.png",NA,1,1130,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,43,18.5,3,"left","low_A_01_00_01.png",NA,1,2246,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,44,19.5,3,"right","low_B_01_11_01.png",NA,1,1039,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,45,20.5,3,"left","low_A_10_10_01.png",NA,0,1610,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,46,21.5,3,"right","low_B_00_10_01.png",NA,0,1305,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,47,22.5,3,"right","low_B_11_01_01.png",NA,0,2237,8.56383333333333,23,"Female","English"
"3","p292273","low",-0.5,48,23.5,3,"left","low_A_10_11_01.png",NA,0,2125,8.56383333333333,23,"Female","English"
"3","p22378","high",0.5,1,-23.5,1,"right","high_A_11_11_01.png",NA,1,28144,8.9713,46,"Female","English"
"3","p22378","high",0.5,2,-22.5,1,"right","high_A_10_11_01.png",NA,1,3069,8.9713,46,"Female","English"
"3","p22378","high",0.5,3,-21.5,1,"right","high_A_01_00_01.png",NA,0,1874,8.9713,46,"Female","English"
"3","p22378","high",0.5,4,-20.5,1,"right","high_A_00_00_01.png",NA,1,1889,8.9713,46,"Female","English"
"3","p22378","high",0.5,5,-19.5,1,"right","high_A_01_01_01.png",NA,0,1864,8.9713,46,"Female","English"
"3","p22378","high",0.5,6,-18.5,1,"left","high_B_11_01_01.png",NA,0,2164,8.9713,46,"Female","English"
"3","p22378","high",0.5,7,-17.5,1,"right","high_A_00_01_01.png",NA,1,1809,8.9713,46,"Female","English"
"3","p22378","high",0.5,8,-16.5,1,"left","high_B_00_11_01.png",NA,0,1934,8.9713,46,"Female","English"
"3","p22378","high",0.5,9,-15.5,1,"left","high_B_10_00_01.png",NA,0,1481,8.9713,46,"Female","English"
"3","p22378","high",0.5,10,-14.5,1,"left","high_B_10_01_01.png",NA,1,2577,8.9713,46,"Female","English"
"3","p22378","high",0.5,11,-13.5,1,"left","high_B_11_00_01.png",NA,0,1935,8.9713,46,"Female","English"
"3","p22378","high",0.5,12,-12.5,1,"left","high_B_01_10_01.png",NA,0,2033,8.9713,46,"Female","English"
"3","p22378","high",0.5,13,-11.5,1,"right","high_A_11_10_01.png",NA,1,2233,8.9713,46,"Female","English"
"3","p22378","high",0.5,14,-10.5,1,"left","high_B_01_11_01.png",NA,1,1963,8.9713,46,"Female","English"
"3","p22378","high",0.5,15,-9.5,1,"right","high_A_10_10_01.png",NA,1,2220,8.9713,46,"Female","English"
"3","p22378","high",0.5,16,-8.5,1,"left","high_B_00_10_01.png",NA,1,1592,8.9713,46,"Female","English"
"3","p22378","high",0.5,17,-7.5,2,"left","high_B_10_00_01.png",NA,0,1695,8.9713,46,"Female","English"
"3","p22378","high",0.5,18,-6.5,2,"left","high_B_01_10_01.png",NA,1,1550,8.9713,46,"Female","English"
"3","p22378","high",0.5,19,-5.5,2,"left","high_B_11_00_01.png",NA,1,1593,8.9713,46,"Female","English"
"3","p22378","high",0.5,20,-4.5,2,"right","high_A_00_00_01.png",NA,1,1655,8.9713,46,"Female","English"
"3","p22378","high",0.5,21,-3.5,2,"right","high_A_11_11_01.png",NA,1,1561,8.9713,46,"Female","English"
"3","p22378","high",0.5,22,-2.5,2,"left","high_B_01_11_01.png",NA,1,1933,8.9713,46,"Female","English"
"3","p22378","high",0.5,23,-1.5,2,"right","high_A_01_01_01.png",NA,0,2215,8.9713,46,"Female","English"
"3","p22378","high",0.5,24,-0.5,2,"left","high_B_00_11_01.png",NA,0,1630,8.9713,46,"Female","English"
"3","p22378","high",0.5,25,0.5,2,"left","high_B_11_01_01.png",NA,1,1358,8.9713,46,"Female","English"
"3","p22378","high",0.5,26,1.5,2,"right","high_A_10_11_01.png",NA,0,1583,8.9713,46,"Female","English"
"3","p22378","high",0.5,27,2.5,2,"right","high_A_01_00_01.png",NA,1,1797,8.9713,46,"Female","English"
"3","p22378","high",0.5,28,3.5,2,"right","high_A_00_01_01.png",NA,1,1641,8.9713,46,"Female","English"
"3","p22378","high",0.5,29,4.5,2,"right","high_A_10_10_01.png",NA,0,2972,8.9713,46,"Female","English"
"3","p22378","high",0.5,30,5.5,2,"right","high_A_11_10_01.png",NA,1,1446,8.9713,46,"Female","English"
"3","p22378","high",0.5,31,6.5,2,"left","high_B_10_01_01.png",NA,1,1342,8.9713,46,"Female","English"
"3","p22378","high",0.5,32,7.5,2,"left","high_B_00_10_01.png",NA,1,1460,8.9713,46,"Female","English"
"3","p22378","high",0.5,33,8.5,3,"right","high_A_10_10_01.png",NA,1,1788,8.9713,46,"Female","English"
"3","p22378","high",0.5,34,9.5,3,"right","high_A_01_00_01.png",NA,1,1891,8.9713,46,"Female","English"
"3","p22378","high",0.5,35,10.5,3,"left","high_B_10_01_01.png",NA,1,1058,8.9713,46,"Female","English"
"3","p22378","high",0.5,36,11.5,3,"right","high_A_00_01_01.png",NA,0,1289,8.9713,46,"Female","English"
"3","p22378","high",0.5,37,12.5,3,"right","high_A_11_10_01.png",NA,1,2673,8.9713,46,"Female","English"
"3","p22378","high",0.5,38,13.5,3,"right","high_A_11_11_01.png",NA,1,1460,8.9713,46,"Female","English"
"3","p22378","high",0.5,39,14.5,3,"left","high_B_11_01_01.png",NA,1,1390,8.9713,46,"Female","English"
"3","p22378","high",0.5,40,15.5,3,"right","high_A_00_00_01.png",NA,0,1746,8.9713,46,"Female","English"
"3","p22378","high",0.5,41,16.5,3,"left","high_B_10_00_01.png",NA,0,1324,8.9713,46,"Female","English"
"3","p22378","high",0.5,42,17.5,3,"left","high_B_00_10_01.png",NA,1,1286,8.9713,46,"Female","English"
"3","p22378","high",0.5,43,18.5,3,"right","high_A_01_01_01.png",NA,0,1456,8.9713,46,"Female","English"
"3","p22378","high",0.5,44,19.5,3,"right","high_A_10_11_01.png",NA,1,1574,8.9713,46,"Female","English"
"3","p22378","high",0.5,45,20.5,3,"left","high_B_01_10_01.png",NA,1,1589,8.9713,46,"Female","English"
"3","p22378","high",0.5,46,21.5,3,"left","high_B_00_11_01.png",NA,0,2050,8.9713,46,"Female","English"
"3","p22378","high",0.5,47,22.5,3,"left","high_B_01_11_01.png",NA,1,1391,8.9713,46,"Female","English"
"3","p22378","high",0.5,48,23.5,3,"left","high_B_11_00_01.png",NA,0,1446,8.9713,46,"Female","English"
"3","p482327","low",-0.5,1,-23.5,1,"right","low_A_01_00_02.png",NA,0,4711,5.97526666666667,29,"Male","English"
"3","p482327","low",-0.5,2,-22.5,1,"right","low_A_11_10_02.png",NA,0,2465,5.97526666666667,29,"Male","English"
"3","p482327","low",-0.5,3,-21.5,1,"right","low_A_00_01_02.png",NA,1,2001,5.97526666666667,29,"Male","English"
"3","p482327","low",-0.5,4,-20.5,1,"left","low_B_01_10_02.png",NA,0,1378,5.97526666666667,29,"Male","English"
"3","p482327","low",-0.5,5,-19.5,1,"left","low_B_00_10_02.png",NA,1,1344,5.97526666666667,29,"Male","English"
