"experiment","subject","condition","conditionC","totalTrialNum","totalTrialNumC","blockNum","categoryLoc","imageName","imageType","isRight","RT","totalTimeMinutes","Age","Gender","L1English"
"1B","p765093","high",0.5,1,-11.5,1,"right","high_A_010.png","1ColorDiff",1,2762,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,2,-10.5,1,"left","high_B_110.png","1ColorDiff",1,3222,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,3,-9.5,1,"left","high_B_111.png","prototype",1,4358,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,4,-8.5,1,"right","high_A_000.png","prototype",1,3895,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,5,-7.5,1,"left","high_B_111.png","prototype",1,1811,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,6,-6.5,1,"right","high_A_001.png","1ColorDiff",1,1312,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,7,-5.5,1,"right","high_A_000.png","prototype",1,1220,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,8,-4.5,1,"left","high_B_101.png","1ColorDiff",0,2308,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,9,-3.5,2,"left","high_B_111.png","prototype",1,1489,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,10,-2.5,2,"right","high_A_010.png","1ColorDiff",0,1404,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,11,-1.5,2,"left","high_B_101.png","1ColorDiff",0,1978,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,12,-0.5,2,"right","high_A_000.png","prototype",1,1608,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,13,0.5,2,"left","high_B_110.png","1ColorDiff",1,1227,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,14,1.5,2,"right","high_A_001.png","1ColorDiff",0,1080,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,15,2.5,2,"right","high_A_000.png","prototype",1,1098,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,16,3.5,2,"left","high_B_111.png","prototype",1,970,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,17,4.5,3,"right","high_A_010.png","1ColorDiff",0,1528,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,18,5.5,3,"left","high_B_101.png","1ColorDiff",1,2145,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,19,6.5,3,"right","high_A_000.png","prototype",1,2979,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,20,7.5,3,"left","high_B_111.png","prototype",1,1182,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,21,8.5,3,"right","high_A_001.png","1ColorDiff",1,1745,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,22,9.5,3,"left","high_B_111.png","prototype",1,1192,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,23,10.5,3,"left","high_B_110.png","1ColorDiff",1,929,3.73611666666667,35,"Male","English"
"1B","p765093","high",0.5,24,11.5,3,"right","high_A_000.png","prototype",1,839,3.73611666666667,35,"Male","English"
"1B","p470610","high",0.5,1,-11.5,1,"left","high_A_001.png","1ColorDiff",1,4946,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,2,-10.5,1,"left","high_A_000.png","prototype",0,1736,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,3,-9.5,1,"left","high_A_010.png","1ColorDiff",1,1835,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,4,-8.5,1,"left","high_A_000.png","prototype",1,1807,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,5,-7.5,1,"right","high_B_111.png","prototype",0,2071,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,6,-6.5,1,"right","high_B_101.png","1ColorDiff",1,1250,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,7,-5.5,1,"right","high_B_111.png","prototype",1,1870,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,8,-4.5,1,"right","high_B_110.png","1ColorDiff",0,1738,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,9,-3.5,2,"left","high_A_010.png","1ColorDiff",1,2006,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,10,-2.5,2,"left","high_A_000.png","prototype",1,1340,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,11,-1.5,2,"left","high_A_001.png","1ColorDiff",1,1279,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,12,-0.5,2,"right","high_B_101.png","1ColorDiff",1,3085,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,13,0.5,2,"left","high_A_000.png","prototype",1,1245,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,14,1.5,2,"right","high_B_110.png","1ColorDiff",1,3339,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,15,2.5,2,"right","high_B_111.png","prototype",1,1399,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,16,3.5,2,"right","high_B_111.png","prototype",1,1153,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,17,4.5,3,"left","high_A_001.png","1ColorDiff",1,1916,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,18,5.5,3,"right","high_B_111.png","prototype",1,1801,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,19,6.5,3,"left","high_A_000.png","prototype",1,1326,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,20,7.5,3,"left","high_A_000.png","prototype",1,1586,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,21,8.5,3,"right","high_B_101.png","1ColorDiff",1,1331,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,22,9.5,3,"right","high_B_110.png","1ColorDiff",1,1237,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,23,10.5,3,"right","high_B_111.png","prototype",1,1161,2.88858333333333,34,"Male","English"
"1B","p470610","high",0.5,24,11.5,3,"left","high_A_010.png","1ColorDiff",1,1340,2.88858333333333,34,"Male","English"
"1B","p79029","low",-0.5,1,-11.5,1,"right","low_B_101.png","1ColorDiff",0,2452,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,2,-10.5,1,"left","low_A_000.png","prototype",0,1810,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,3,-9.5,1,"left","low_A_000.png","prototype",1,2017,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,4,-8.5,1,"right","low_B_111.png","prototype",1,1371,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,5,-7.5,1,"left","low_A_010.png","1ColorDiff",1,1668,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,6,-6.5,1,"left","low_A_001.png","1ColorDiff",0,1348,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,7,-5.5,1,"right","low_B_111.png","prototype",0,2123,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,8,-4.5,1,"right","low_B_110.png","1ColorDiff",0,3930,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,9,-3.5,2,"left","low_A_001.png","1ColorDiff",1,2696,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,10,-2.5,2,"right","low_B_101.png","1ColorDiff",0,1565,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,11,-1.5,2,"left","low_A_000.png","prototype",0,4578,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,12,-0.5,2,"left","low_A_010.png","1ColorDiff",1,1916,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,13,0.5,2,"right","low_B_111.png","prototype",1,1533,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,14,1.5,2,"right","low_B_110.png","1ColorDiff",0,3234,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,15,2.5,2,"right","low_B_111.png","prototype",1,2923,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,16,3.5,2,"left","low_A_000.png","prototype",1,1452,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,17,4.5,3,"left","low_A_000.png","prototype",1,1745,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,18,5.5,3,"right","low_B_110.png","1ColorDiff",1,1459,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,19,6.5,3,"right","low_B_101.png","1ColorDiff",0,1580,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,20,7.5,3,"left","low_A_001.png","1ColorDiff",1,1961,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,21,8.5,3,"left","low_A_010.png","1ColorDiff",1,3405,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,22,9.5,3,"right","low_B_111.png","prototype",1,1827,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,23,10.5,3,"right","low_B_111.png","prototype",1,1444,4.6235,36,"Female","English"
"1B","p79029","low",-0.5,24,11.5,3,"left","low_A_000.png","prototype",1,1348,4.6235,36,"Female","English"
"1B","p152554","high",0.5,1,-11.5,1,"left","high_A_010.png","1ColorDiff",1,1148,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,2,-10.5,1,"left","high_A_001.png","1ColorDiff",1,1127,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,3,-9.5,1,"left","high_A_000.png","prototype",1,838,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,4,-8.5,1,"left","high_A_000.png","prototype",1,756,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,5,-7.5,1,"right","high_B_111.png","prototype",0,1040,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,6,-6.5,1,"right","high_B_101.png","1ColorDiff",1,932,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,7,-5.5,1,"right","high_B_110.png","1ColorDiff",1,760,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,8,-4.5,1,"right","high_B_111.png","prototype",1,728,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,9,-3.5,2,"left","high_A_000.png","prototype",1,1160,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,10,-2.5,2,"right","high_B_111.png","prototype",1,740,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,11,-1.5,2,"left","high_A_010.png","1ColorDiff",0,700,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,12,-0.5,2,"right","high_B_101.png","1ColorDiff",1,1163,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,13,0.5,2,"right","high_B_110.png","1ColorDiff",0,716,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,14,1.5,2,"left","high_A_001.png","1ColorDiff",0,635,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,15,2.5,2,"left","high_A_000.png","prototype",1,1909,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,16,3.5,2,"right","high_B_111.png","prototype",0,626,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,17,4.5,3,"right","high_B_110.png","1ColorDiff",1,1033,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,18,5.5,3,"left","high_A_000.png","prototype",1,932,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,19,6.5,3,"right","high_B_111.png","prototype",1,1056,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,20,7.5,3,"right","high_B_111.png","prototype",1,844,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,21,8.5,3,"left","high_A_000.png","prototype",1,1070,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,22,9.5,3,"left","high_A_010.png","1ColorDiff",0,818,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,23,10.5,3,"right","high_B_101.png","1ColorDiff",1,820,2.76128333333333,22,"Male","English"
"1B","p152554","high",0.5,24,11.5,3,"left","high_A_001.png","1ColorDiff",1,2419,2.76128333333333,22,"Male","English"
"1B","p325286","low",-0.5,1,-11.5,1,"left","low_A_010.png","1ColorDiff",1,8305,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,2,-10.5,1,"left","low_A_001.png","1ColorDiff",1,1541,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,3,-9.5,1,"left","low_A_000.png","prototype",1,1127,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,4,-8.5,1,"right","low_B_111.png","prototype",0,1349,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,5,-7.5,1,"left","low_A_000.png","prototype",1,1058,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,6,-6.5,1,"right","low_B_101.png","1ColorDiff",1,1360,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,7,-5.5,1,"right","low_B_110.png","1ColorDiff",1,1184,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,8,-4.5,1,"right","low_B_111.png","prototype",1,912,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,9,-3.5,2,"right","low_B_111.png","prototype",1,1094,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,10,-2.5,2,"right","low_B_110.png","1ColorDiff",1,1808,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,11,-1.5,2,"left","low_A_000.png","prototype",1,865,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,12,-0.5,2,"left","low_A_000.png","prototype",1,752,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,13,0.5,2,"right","low_B_101.png","1ColorDiff",1,1913,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,14,1.5,2,"right","low_B_111.png","prototype",1,2365,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,15,2.5,2,"left","low_A_001.png","1ColorDiff",1,852,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,16,3.5,2,"left","low_A_010.png","1ColorDiff",1,1348,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,17,4.5,3,"left","low_A_010.png","1ColorDiff",1,1801,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,18,5.5,3,"left","low_A_000.png","prototype",1,924,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,19,6.5,3,"right","low_B_111.png","prototype",1,1147,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,20,7.5,3,"right","low_B_111.png","prototype",1,990,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,21,8.5,3,"left","low_A_000.png","prototype",1,874,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,22,9.5,3,"left","low_A_001.png","1ColorDiff",1,1061,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,23,10.5,3,"right","low_B_101.png","1ColorDiff",1,1116,2.3299,24,"Male","English"
"1B","p325286","low",-0.5,24,11.5,3,"right","low_B_110.png","1ColorDiff",1,1364,2.3299,24,"Male","English"
"1B","p938065","high",0.5,1,-11.5,1,"right","high_B_111.png","prototype",0,5130,3.05215,35,"Male","English"
"1B","p938065","high",0.5,2,-10.5,1,"left","high_A_010.png","1ColorDiff",0,1864,3.05215,35,"Male","English"
"1B","p938065","high",0.5,3,-9.5,1,"right","high_B_111.png","prototype",1,3719,3.05215,35,"Male","English"
"1B","p938065","high",0.5,4,-8.5,1,"right","high_B_101.png","1ColorDiff",1,2182,3.05215,35,"Male","English"
"1B","p938065","high",0.5,5,-7.5,1,"left","high_A_001.png","1ColorDiff",0,2024,3.05215,35,"Male","English"
"1B","p938065","high",0.5,6,-6.5,1,"right","high_B_110.png","1ColorDiff",1,1437,3.05215,35,"Male","English"
"1B","p938065","high",0.5,7,-5.5,1,"left","high_A_000.png","prototype",1,2206,3.05215,35,"Male","English"
"1B","p938065","high",0.5,8,-4.5,1,"left","high_A_000.png","prototype",1,1678,3.05215,35,"Male","English"
"1B","p938065","high",0.5,9,-3.5,2,"left","high_A_010.png","1ColorDiff",1,25296,3.05215,35,"Male","English"
"1B","p938065","high",0.5,10,-2.5,2,"left","high_A_000.png","prototype",1,1752,3.05215,35,"Male","English"
"1B","p938065","high",0.5,11,-1.5,2,"right","high_B_101.png","1ColorDiff",1,1484,3.05215,35,"Male","English"
"1B","p938065","high",0.5,12,-0.5,2,"right","high_B_111.png","prototype",1,1253,3.05215,35,"Male","English"
"1B","p938065","high",0.5,13,0.5,2,"right","high_B_110.png","1ColorDiff",1,1219,3.05215,35,"Male","English"
"1B","p938065","high",0.5,14,1.5,2,"right","high_B_111.png","prototype",1,1276,3.05215,35,"Male","English"
"1B","p938065","high",0.5,15,2.5,2,"left","high_A_001.png","1ColorDiff",1,2248,3.05215,35,"Male","English"
"1B","p938065","high",0.5,16,3.5,2,"left","high_A_000.png","prototype",1,1205,3.05215,35,"Male","English"
"1B","p938065","high",0.5,17,4.5,3,"right","high_B_111.png","prototype",1,1756,3.05215,35,"Male","English"
"1B","p938065","high",0.5,18,5.5,3,"right","high_B_111.png","prototype",1,1075,3.05215,35,"Male","English"
"1B","p938065","high",0.5,19,6.5,3,"right","high_B_101.png","1ColorDiff",1,1149,3.05215,35,"Male","English"
"1B","p938065","high",0.5,20,7.5,3,"left","high_A_000.png","prototype",1,1357,3.05215,35,"Male","English"
"1B","p938065","high",0.5,21,8.5,3,"right","high_B_110.png","1ColorDiff",1,1309,3.05215,35,"Male","English"
"1B","p938065","high",0.5,22,9.5,3,"left","high_A_010.png","1ColorDiff",1,1191,3.05215,35,"Male","English"
"1B","p938065","high",0.5,23,10.5,3,"left","high_A_001.png","1ColorDiff",1,1234,3.05215,35,"Male","English"
"1B","p938065","high",0.5,24,11.5,3,"left","high_A_000.png","prototype",1,1207,3.05215,35,"Male","English"
"1B","p297840","high",0.5,1,-11.5,1,"left","high_A_000.png","prototype",1,15370,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,2,-10.5,1,"left","high_A_000.png","prototype",0,1621,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,3,-9.5,1,"right","high_B_111.png","prototype",1,1789,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,4,-8.5,1,"left","high_A_010.png","1ColorDiff",0,2001,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,5,-7.5,1,"right","high_B_110.png","1ColorDiff",1,11834,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,6,-6.5,1,"right","high_B_111.png","prototype",1,1591,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,7,-5.5,1,"left","high_A_001.png","1ColorDiff",1,1521,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,8,-4.5,1,"right","high_B_101.png","1ColorDiff",1,1385,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,9,-3.5,2,"right","high_B_101.png","1ColorDiff",1,1752,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,10,-2.5,2,"left","high_A_001.png","1ColorDiff",1,1476,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,11,-1.5,2,"right","high_B_111.png","prototype",1,1223,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,12,-0.5,2,"left","high_A_000.png","prototype",1,1215,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,13,0.5,2,"left","high_A_000.png","prototype",1,1388,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,14,1.5,2,"right","high_B_111.png","prototype",1,1176,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,15,2.5,2,"left","high_A_010.png","1ColorDiff",1,1303,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,16,3.5,2,"right","high_B_110.png","1ColorDiff",1,1160,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,17,4.5,3,"left","high_A_001.png","1ColorDiff",1,1637,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,18,5.5,3,"left","high_A_000.png","prototype",1,1180,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,19,6.5,3,"left","high_A_000.png","prototype",1,1797,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,20,7.5,3,"right","high_B_111.png","prototype",1,1194,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,21,8.5,3,"left","high_A_010.png","1ColorDiff",1,1305,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,22,9.5,3,"right","high_B_110.png","1ColorDiff",1,1144,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,23,10.5,3,"right","high_B_101.png","1ColorDiff",1,1487,2.85301666666667,30,"Female","English"
"1B","p297840","high",0.5,24,11.5,3,"right","high_B_111.png","prototype",1,2654,2.85301666666667,30,"Female","English"
"1B","p977529","low",-0.5,1,-11.5,1,"right","low_A_001.png","1ColorDiff",0,21620,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,2,-10.5,1,"right","low_A_010.png","1ColorDiff",1,1696,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,3,-9.5,1,"left","low_B_110.png","1ColorDiff",0,1354,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,4,-8.5,1,"left","low_B_111.png","prototype",1,1572,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,5,-7.5,1,"right","low_A_000.png","prototype",1,1386,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,6,-6.5,1,"right","low_A_000.png","prototype",1,1452,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,7,-5.5,1,"left","low_B_111.png","prototype",1,1318,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,8,-4.5,1,"left","low_B_101.png","1ColorDiff",0,1233,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,9,-3.5,2,"right","low_A_010.png","1ColorDiff",0,1254,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,10,-2.5,2,"left","low_B_110.png","1ColorDiff",0,2529,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,11,-1.5,2,"right","low_A_000.png","prototype",0,2226,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,12,-0.5,2,"left","low_B_101.png","1ColorDiff",0,3031,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,13,0.5,2,"left","low_B_111.png","prototype",1,3397,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,14,1.5,2,"left","low_B_111.png","prototype",1,1498,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,15,2.5,2,"right","low_A_001.png","1ColorDiff",1,1454,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,16,3.5,2,"right","low_A_000.png","prototype",0,1495,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,17,4.5,3,"left","low_B_111.png","prototype",1,1151,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,18,5.5,3,"left","low_B_101.png","1ColorDiff",0,1209,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,19,6.5,3,"left","low_B_110.png","1ColorDiff",1,1179,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,20,7.5,3,"left","low_B_111.png","prototype",1,1254,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,21,8.5,3,"right","low_A_001.png","1ColorDiff",0,2338,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,22,9.5,3,"right","low_A_000.png","prototype",0,1555,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,23,10.5,3,"right","low_A_010.png","1ColorDiff",0,2938,4.32861666666667,45,"Female","English"
"1B","p977529","low",-0.5,24,11.5,3,"right","low_A_000.png","prototype",1,1386,4.32861666666667,45,"Female","English"
"1B","p417008","low",-0.5,1,-11.5,1,"left","low_A_001.png","1ColorDiff",1,5225,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,2,-10.5,1,"left","low_A_000.png","prototype",0,3567,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,3,-9.5,1,"right","low_B_101.png","1ColorDiff",0,2053,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,4,-8.5,1,"right","low_B_111.png","prototype",1,2474,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,5,-7.5,1,"right","low_B_111.png","prototype",1,1660,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,6,-6.5,1,"left","low_A_000.png","prototype",1,1567,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,7,-5.5,1,"left","low_A_010.png","1ColorDiff",1,4267,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,8,-4.5,1,"right","low_B_110.png","1ColorDiff",1,3309,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,9,-3.5,2,"left","low_A_000.png","prototype",1,1293,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,10,-2.5,2,"left","low_A_001.png","1ColorDiff",0,2986,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,11,-1.5,2,"left","low_A_000.png","prototype",1,1980,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,12,-0.5,2,"right","low_B_110.png","1ColorDiff",1,3581,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,13,0.5,2,"left","low_A_010.png","1ColorDiff",0,1451,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,14,1.5,2,"right","low_B_111.png","prototype",1,8481,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,15,2.5,2,"right","low_B_111.png","prototype",1,1773,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,16,3.5,2,"right","low_B_101.png","1ColorDiff",0,3124,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,17,4.5,3,"right","low_B_111.png","prototype",1,2860,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,18,5.5,3,"right","low_B_111.png","prototype",1,2431,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,19,6.5,3,"left","low_A_000.png","prototype",1,2512,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,20,7.5,3,"left","low_A_010.png","1ColorDiff",0,3083,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,21,8.5,3,"left","low_A_000.png","prototype",1,1943,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,22,9.5,3,"left","low_A_001.png","1ColorDiff",1,2232,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,23,10.5,3,"right","low_B_101.png","1ColorDiff",0,2195,5.83923333333333,39,"Female","English"
"1B","p417008","low",-0.5,24,11.5,3,"right","low_B_110.png","1ColorDiff",0,2956,5.83923333333333,39,"Female","English"
"1B","p81680","high",0.5,1,-11.5,1,"right","high_B_101.png","1ColorDiff",0,3431,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,2,-10.5,1,"left","high_A_000.png","prototype",0,2089,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,3,-9.5,1,"right","high_B_110.png","1ColorDiff",1,2595,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,4,-8.5,1,"right","high_B_111.png","prototype",1,1788,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,5,-7.5,1,"right","high_B_111.png","prototype",1,1653,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,6,-6.5,1,"left","high_A_001.png","1ColorDiff",1,2464,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,7,-5.5,1,"left","high_A_000.png","prototype",1,1663,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,8,-4.5,1,"left","high_A_010.png","1ColorDiff",0,2795,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,9,-3.5,2,"right","high_B_110.png","1ColorDiff",0,3707,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,10,-2.5,2,"right","high_B_111.png","prototype",1,1513,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,11,-1.5,2,"left","high_A_000.png","prototype",1,1751,4.94228333333333,37,"Male","English"
"1B","p81680","high",0.5,12,-0.5,2,"right","high_B_101.png","1ColorDiff",1,3545,4.94228333333333,37,"Male","English"
